Source,Target,Type,Id,Weight
3827,3263,Directed,8029,0
3827,1932,Directed,8030,0
3827,1948,Directed,8031,0
2402,1178,Directed,8067,0
2402,3572,Directed,8068,0
2100,1577,Directed,8156,0
2412,4896,Directed,8172,0
4896,3843,Directed,8174,0
4896,403,Directed,8175,0
3789,291,Directed,8188,0
2163,4022,Directed,8218,0
1517,3843,Directed,8359,0
2010,2931,Directed,8372,0
3437,2188,Directed,8446,0
3437,492,Directed,8447,0
3437,4448,Directed,8448,0
2092,2004,Directed,8480,0
381,3793,Directed,8501,0
381,3843,Directed,8502,0
4485,4458,Directed,8569,0
3718,291,Directed,8574,0
769,3441,Directed,8606,0
769,3843,Directed,8607,0
769,592,Directed,8608,0
769,2714,Directed,8609,0
769,2218,Directed,8610,0
769,1932,Directed,8611,0
1844,4485,Directed,8622,0
1844,3843,Directed,8623,0
4738,4485,Directed,8635,0
4738,3843,Directed,8636,0
4741,3843,Directed,8645,0
4176,3843,Directed,8655,0
2405,917,Directed,8691,0
2405,774,Directed,8692,0
2405,1178,Directed,8693,0
4419,4442,Directed,8706,0
4419,3843,Directed,8707,0
4419,3698,Directed,8708,0
3698,2041,Directed,8736,0
4000,3843,Directed,8743,0
4000,1473,Directed,8744,0
2061,1008,Directed,8910,0
2061,4419,Directed,8911,0
2061,490,Directed,8912,0
2061,1983,Directed,8913,0
2061,98,Directed,8914,0
2061,1367,Directed,8915,0
2061,4074,Directed,8916,0
2061,2601,Directed,8917,0
2061,492,Directed,8918,0
2061,2188,Directed,8919,0
2061,604,Directed,8920,0
2061,4759,Directed,8921,0
2061,3843,Directed,8922,0
2061,4448,Directed,8923,0
2061,1644,Directed,8924,0
2061,1005,Directed,8925,0
2061,2609,Directed,8926,0
2061,50,Directed,8927,0
3528,3440,Directed,8990,0
3528,2564,Directed,8991,0
3528,2004,Directed,8992,0
3528,3402,Directed,8993,0
3528,3358,Directed,8994,0
2801,3587,Directed,8996,0
2801,4025,Directed,8997,0
2801,404,Directed,8998,0
2801,2594,Directed,8999,0
2801,3843,Directed,9000,0
2409,2188,Directed,9098,0
2409,4000,Directed,9099,0
1414,636,Directed,9103,0
3328,1306,Directed,9148,0
3328,1268,Directed,9149,0
3328,2138,Directed,9150,0
3737,3843,Directed,9170,0
884,4933,Directed,9254,0
884,3722,Directed,9255,0
884,3843,Directed,9256,0
884,1802,Directed,9257,0
884,2094,Directed,9258,0
884,1554,Directed,9259,0
884,4109,Directed,9260,0
884,411,Directed,9261,0
