Source,Target,Type,Id,Weight
535,429,Directed,8003,0
535,471,Directed,8004,0
535,208,Directed,8005,0
274,327,Directed,8012,0
152,585,Directed,8019,0
152,459,Directed,8020,0
152,595,Directed,8021,0
152,403,Directed,8022,0
152,324,Directed,8023,0
152,419,Directed,8024,0
152,596,Directed,8025,0
152,73,Directed,8026,0
152,123,Directed,8027,0
404,405,Directed,8031,0
450,328,Directed,8038,0
327,226,Directed,8039,0
327,399,Directed,8040,0
327,384,Directed,8041,0
327,422,Directed,8042,0
327,424,Directed,8043,0
327,484,Directed,8044,0
327,593,Directed,8045,0
327,591,Directed,8046,0
327,41,Directed,8047,0
327,83,Directed,8048,0
327,5,Directed,8049,0
419,118,Directed,8053,0
419,548,Directed,8054,0
419,52,Directed,8055,0
419,225,Directed,8056,0
419,31,Directed,8057,0
419,19,Directed,8058,0
419,361,Directed,8059,0
419,468,Directed,8060,0
419,131,Directed,8061,0
419,348,Directed,8062,0
419,271,Directed,8063,0
419,172,Directed,8064,0
419,269,Directed,8065,0
419,224,Directed,8066,0
419,495,Directed,8067,0
419,226,Directed,8068,0
419,278,Directed,8069,0
419,219,Directed,8070,0
419,82,Directed,8071,0
419,48,Directed,8072,0
419,572,Directed,8073,0
419,153,Directed,8074,0
419,179,Directed,8075,0
419,402,Directed,8076,0
419,208,Directed,8077,0
419,474,Directed,8078,0
419,41,Directed,8079,0
419,591,Directed,8080,0
419,14,Directed,8081,0
419,304,Directed,8082,0
419,549,Directed,8083,0
419,590,Directed,8084,0
419,106,Directed,8085,0
419,195,Directed,8086,0
419,292,Directed,8087,0
419,564,Directed,8088,0
419,390,Directed,8089,0
419,437,Directed,8090,0
419,503,Directed,8091,0
419,111,Directed,8092,0
419,196,Directed,8093,0
419,298,Directed,8094,0
419,166,Directed,8095,0
419,112,Directed,8096,0
30,551,Directed,8097,0
30,204,Directed,8098,0
30,354,Directed,8099,0
30,110,Directed,8100,0
30,476,Directed,8101,0
30,451,Directed,8102,0
30,465,Directed,8103,0
30,561,Directed,8104,0
30,234,Directed,8105,0
30,258,Directed,8106,0
28,552,Directed,8107,0
28,494,Directed,8108,0
28,186,Directed,8109,0
28,26,Directed,8110,0
28,226,Directed,8111,0
28,540,Directed,8112,0
28,437,Directed,8113,0
28,476,Directed,8114,0
28,271,Directed,8115,0
28,202,Directed,8116,0
28,143,Directed,8117,0
28,533,Directed,8118,0
28,468,Directed,8119,0
28,591,Directed,8120,0
28,502,Directed,8121,0
28,561,Directed,8122,0
28,136,Directed,8123,0
28,175,Directed,8124,0
28,158,Directed,8125,0
28,90,Directed,8126,0
28,511,Directed,8127,0
328,23,Directed,8130,0
328,341,Directed,8131,0
328,407,Directed,8132,0
328,548,Directed,8133,0
328,52,Directed,8134,0
328,146,Directed,8135,0
328,244,Directed,8136,0
328,568,Directed,8137,0
328,345,Directed,8138,0
328,481,Directed,8139,0
328,479,Directed,8140,0
328,416,Directed,8141,0
328,348,Directed,8142,0
328,498,Directed,8143,0
328,487,Directed,8144,0
328,82,Directed,8145,0
328,226,Directed,8146,0
328,471,Directed,8147,0
328,15,Directed,8148,0
328,63,Directed,8149,0
328,299,Directed,8150,0
328,179,Directed,8151,0
328,60,Directed,8152,0
328,470,Directed,8153,0
328,374,Directed,8154,0
328,80,Directed,8155,0
328,208,Directed,8156,0
328,222,Directed,8157,0
328,292,Directed,8158,0
328,106,Directed,8159,0
328,198,Directed,8160,0
328,503,Directed,8161,0
328,220,Directed,8162,0
328,196,Directed,8163,0
328,166,Directed,8164,0
328,162,Directed,8165,0
328,592,Directed,8166,0
328,221,Directed,8167,0
328,215,Directed,8168,0
328,175,Directed,8169,0
328,484,Directed,8170,0
328,588,Directed,8171,0
328,510,Directed,8172,0
328,296,Directed,8173,0
328,131,Directed,8174,0
328,429,Directed,8175,0
328,269,Directed,8176,0
328,29,Directed,8177,0
328,48,Directed,8178,0
328,572,Directed,8179,0
328,255,Directed,8180,0
328,224,Directed,8181,0
328,83,Directed,8182,0
328,438,Directed,8183,0
328,535,Directed,8184,0
328,190,Directed,8185,0
328,591,Directed,8186,0
328,41,Directed,8187,0
328,474,Directed,8188,0
328,176,Directed,8189,0
328,202,Directed,8190,0
328,260,Directed,8191,0
328,608,Directed,8192,0
328,111,Directed,8193,0
328,437,Directed,8194,0
328,428,Directed,8195,0
328,26,Directed,8196,0
328,298,Directed,8197,0
166,429,Directed,8204,0
166,233,Directed,8205,0
166,471,Directed,8206,0
179,429,Directed,8217,0
179,471,Directed,8218,0
179,347,Directed,8219,0
179,208,Directed,8220,0
179,232,Directed,8221,0
384,183,Directed,8224,0
161,381,Directed,8229,0
161,132,Directed,8230,0
161,347,Directed,8231,0
195,26,Directed,8247,0
195,188,Directed,8248,0
195,347,Directed,8249,0
402,147,Directed,8262,0
402,329,Directed,8263,0
402,367,Directed,8264,0
402,58,Directed,8265,0
402,16,Directed,8266,0
402,565,Directed,8267,0
402,379,Directed,8268,0
402,106,Directed,8269,0
402,94,Directed,8270,0
402,326,Directed,8271,0
112,45,Directed,8279,0
112,561,Directed,8280,0
73,123,Directed,8283,0
510,210,Directed,8297,0
510,385,Directed,8298,0
510,311,Directed,8299,0
510,208,Directed,8300,0
510,78,Directed,8301,0
510,381,Directed,8302,0
510,306,Directed,8303,0
510,429,Directed,8304,0
